Order Date,Order ID,Ship Mode,Customer ID,Segment,City,State,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,ProfitorLoss,Prof Percentage,IsDiscounted
30-03-2020,US-2017-154851,Standard Class,BP-11155,Consumer,Lancaster,Pennsylvania,East,OFF-BI-10001525,Office Supplies,Binders,5.715,5,0.7,-4.7625,Loss,-83.33333333,TRUE
30-03-2020,CA-2017-129910,Standard Class,ME-17320,Home Office,Columbus,Georgia,South,OFF-ST-10003282,Office Supplies,Storage,59.76,1,0,16.7328,Profit,28,FALSE
30-03-2020,US-2017-120147,Same Day,TB-21400,Consumer,Los Angeles,California,West,OFF-AR-10000817,Office Supplies,Art,6.08,2,0,2.0672,Profit,34,FALSE
30-03-2020,US-2017-120147,Same Day,TB-21400,Consumer,Los Angeles,California,West,TEC-PH-10002447,Technology,Phones,164.792,1,0.2,18.5391,Profit,11.25,TRUE
30-03-2020,CA-2017-126634,Second Class,AB-10165,Consumer,Lakewood,California,West,FUR-FU-10004973,Furniture,Furnishings,94.2,5,0,39.564,Profit,42,FALSE
31-03-2020,CA-2017-154907,Standard Class,DS-13180,Corporate,Amarillo,Texas,Central,FUR-BO-10002824,Furniture,Bookcases,205.3328,2,0.32,-36.2352,Loss,-17.64705882,TRUE
31-03-2020,CA-2017-100524,Second Class,CM-12115,Consumer,New York City,New York,East,FUR-FU-10004018,Furniture,Furnishings,29.78,2,0,8.0406,Profit,27,FALSE
31-03-2020,CA-2017-100524,Second Class,CM-12115,Consumer,New York City,New York,East,TEC-PH-10002549,Technology,Phones,677.58,3,0,176.1708,Profit,26,FALSE
31-03-2020,CA-2017-100524,Second Class,CM-12115,Consumer,New York City,New York,East,OFF-PA-10004911,Office Supplies,Paper,75.04,8,0,36.0192,Profit,48,FALSE
31-03-2020,CA-2017-102771,Standard Class,DO-13435,Consumer,New York City,New York,East,TEC-PH-10001536,Technology,Phones,84.95,5,0,22.087,Profit,26,FALSE
31-03-2020,US-2017-159205,Second Class,DB-12910,Home Office,Henderson,Kentucky,South,FUR-FU-10001591,Furniture,Furnishings,61,5,0,25.62,Profit,42,FALSE
31-03-2020,US-2017-159205,Second Class,DB-12910,Home Office,Henderson,Kentucky,South,TEC-PH-10000526,Technology,Phones,671.93,7,0,188.1404,Profit,28,FALSE
31-03-2020,CA-2017-133263,Second Class,JE-15610,Corporate,Atlanta,Georgia,South,OFF-BI-10001153,Office Supplies,Binders,34.54,1,0,17.27,Profit,50,FALSE
31-03-2020,CA-2017-133263,Second Class,JE-15610,Corporate,Atlanta,Georgia,South,TEC-CO-10001449,Technology,Copiers,2999.95,5,0,1439.976,Profit,48,FALSE
31-03-2020,CA-2017-133263,Second Class,JE-15610,Corporate,Atlanta,Georgia,South,OFF-BI-10000474,Office Supplies,Binders,64.12,4,0,30.7776,Profit,48,FALSE
31-03-2020,US-2017-160143,Standard Class,HG-14965,Corporate,Los Angeles,California,West,OFF-SU-10004231,Office Supplies,Supplies,29.7,3,0,8.019,Profit,27,FALSE
01-04-2020,CA-2017-145877,Second Class,AS-10090,Consumer,Springfield,Missouri,Central,OFF-ST-10000649,Office Supplies,Storage,94.2,6,0,23.55,Profit,25,FALSE
01-04-2020,CA-2017-145877,Second Class,AS-10090,Consumer,Springfield,Missouri,Central,OFF-EN-10001990,Office Supplies,Envelopes,28.4,5,0,13.348,Profit,47,FALSE
01-04-2020,CA-2017-147942,Standard Class,MS-17365,Consumer,San Francisco,California,West,OFF-LA-10003663,Office Supplies,Labels,5.78,2,0,2.7166,Profit,47,FALSE
01-04-2020,CA-2017-147942,Standard Class,MS-17365,Consumer,San Francisco,California,West,OFF-BI-10001294,Office Supplies,Binders,121.68,13,0.2,38.025,Profit,31.25,TRUE
01-04-2020,CA-2017-149881,First Class,NC-18535,Corporate,San Francisco,California,West,FUR-BO-10003894,Furniture,Bookcases,482.664,8,0.15,85.176,Profit,17.64705882,TRUE
01-04-2020,CA-2017-118360,Standard Class,JC-15775,Consumer,New York City,New York,East,OFF-PA-10000791,Office Supplies,Paper,42.93,9,0,19.3185,Profit,45,FALSE
01-04-2020,CA-2017-134495,Second Class,BF-11020,Corporate,Jacksonville,Florida,South,TEC-PH-10004897,Technology,Phones,23.976,3,0.2,-5.6943,Loss,-23.75,TRUE
01-04-2020,CA-2017-134495,Second Class,BF-11020,Corporate,Jacksonville,Florida,South,OFF-LA-10000262,Office Supplies,Labels,6.264,3,0.2,2.0358,Profit,32.5,TRUE
01-04-2020,CA-2017-134495,Second Class,BF-11020,Corporate,Jacksonville,Florida,South,OFF-AP-10002222,Office Supplies,Appliances,20.808,3,0.2,1.8207,Profit,8.75,TRUE
01-04-2020,CA-2017-134495,Second Class,BF-11020,Corporate,Jacksonville,Florida,South,FUR-CH-10003774,Furniture,Chairs,218.352,3,0.2,-19.1058,Loss,-8.75,TRUE
01-04-2020,CA-2017-129028,First Class,GB-14530,Corporate,Florence,South Carolina,South,FUR-FU-10004006,Furniture,Furnishings,127.95,3,0,21.7515,Profit,17,FALSE
02-04-2020,US-2017-123281,Standard Class,JF-15190,Consumer,Los Angeles,California,West,FUR-FU-10003724,Furniture,Furnishings,25.11,3,0,6.5286,Profit,26,FALSE
02-04-2020,CA-2017-121419,First Class,TC-21475,Home Office,Columbus,Georgia,South,FUR-TA-10004534,Furniture,Tables,411.8,2,0,70.006,Profit,17,FALSE
02-04-2020,CA-2017-121419,First Class,TC-21475,Home Office,Columbus,Georgia,South,TEC-AC-10000892,Technology,Accessories,360,4,0,129.6,Profit,36,FALSE
02-04-2020,CA-2017-106355,First Class,AT-10435,Home Office,Meriden,Connecticut,East,OFF-AR-10000246,Office Supplies,Art,11.12,4,0,2.8912,Profit,26,FALSE
02-04-2020,CA-2017-145275,Standard Class,AH-10465,Consumer,Decatur,Alabama,South,OFF-LA-10001569,Office Supplies,Labels,14.94,3,0,6.8724,Profit,46,FALSE
03-04-2020,CA-2017-131156,Standard Class,KH-16360,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10001940,Furniture,Furnishings,25.472,4,0.2,7.6416,Profit,30,TRUE
03-04-2020,CA-2017-127264,First Class,SA-20830,Consumer,Chicago,Illinois,Central,OFF-AR-10003045,Office Supplies,Art,7.056,3,0.2,2.205,Profit,31.25,TRUE
04-04-2020,CA-2017-157903,Standard Class,AM-10705,Consumer,Des Plaines,Illinois,Central,TEC-PH-10004345,Technology,Phones,383.84,4,0.2,47.98,Profit,12.5,TRUE
04-04-2020,CA-2017-144848,First Class,DS-13030,Home Office,New York City,New York,East,TEC-PH-10004006,Technology,Phones,41.22,1,0,11.1294,Profit,27,FALSE
04-04-2020,CA-2017-144848,First Class,DS-13030,Home Office,New York City,New York,East,OFF-SU-10000646,Office Supplies,Supplies,240.37,1,0,7.2111,Profit,3,FALSE
04-04-2020,CA-2017-144848,First Class,DS-13030,Home Office,New York City,New York,East,TEC-PH-10002262,Technology,Phones,119.02,2,0,33.3256,Profit,28,FALSE
04-04-2020,CA-2017-109211,Standard Class,PS-19045,Home Office,New York City,New York,East,OFF-EN-10001532,Office Supplies,Envelopes,16.98,1,0,8.49,Profit,50,FALSE
04-04-2020,CA-2017-140536,First Class,TA-21385,Home Office,New York City,New York,East,OFF-AR-10001545,Office Supplies,Art,7.04,4,0,2.0416,Profit,29,FALSE
06-04-2020,CA-2017-107265,Standard Class,ML-17755,Home Office,Marion,Iowa,Central,OFF-PA-10000474,Office Supplies,Paper,106.32,3,0,49.9704,Profit,47,FALSE
06-04-2020,CA-2017-161592,Standard Class,CS-12175,Corporate,Chattanooga,Tennessee,South,OFF-BI-10003669,Office Supplies,Binders,8.1,5,0.7,-5.94,Loss,-73.33333333,TRUE
07-04-2020,US-2017-100930,Standard Class,CS-12400,Home Office,Tampa,Florida,South,FUR-TA-10001705,Furniture,Tables,233.86,2,0.45,-102.048,Loss,-43.63636364,TRUE
07-04-2020,US-2017-100930,Standard Class,CS-12400,Home Office,Tampa,Florida,South,FUR-TA-10003473,Furniture,Tables,620.6145,3,0.45,-248.2458,Loss,-40,TRUE
07-04-2020,US-2017-100930,Standard Class,CS-12400,Home Office,Tampa,Florida,South,OFF-BI-10001679,Office Supplies,Binders,5.328,2,0.7,-3.552,Loss,-66.66666667,TRUE
07-04-2020,US-2017-100930,Standard Class,CS-12400,Home Office,Tampa,Florida,South,FUR-FU-10004017,Furniture,Furnishings,258.072,3,0.2,0,Loss,0,TRUE
07-04-2020,US-2017-100930,Standard Class,CS-12400,Home Office,Tampa,Florida,South,TEC-AC-10003832,Technology,Accessories,617.976,3,0.2,-7.7247,Loss,-1.25,TRUE
07-04-2020,CA-2017-165904,Standard Class,HR-14770,Home Office,Jacksonville,Florida,South,OFF-AR-10003156,Office Supplies,Art,16.256,2,0.2,1.2192,Profit,7.5,TRUE
07-04-2020,CA-2017-165904,Standard Class,HR-14770,Home Office,Jacksonville,Florida,South,TEC-PH-10000576,Technology,Phones,219.184,2,0.2,19.1786,Profit,8.75,TRUE
08-04-2020,CA-2017-157854,Standard Class,DM-13345,Corporate,Roswell,Georgia,South,FUR-FU-10003832,Furniture,Furnishings,56.28,6,0,15.7584,Profit,28,FALSE
08-04-2020,CA-2017-157854,Standard Class,DM-13345,Corporate,Roswell,Georgia,South,OFF-BI-10001359,Office Supplies,Binders,2690.97,3,0,1264.7559,Profit,47,FALSE
08-04-2020,CA-2017-112333,Standard Class,KF-16285,Home Office,Plainfield,New Jersey,East,OFF-ST-10001780,Office Supplies,Storage,2591.56,4,0,621.9744,Profit,24,FALSE
08-04-2020,CA-2017-112333,Standard Class,KF-16285,Home Office,Plainfield,New Jersey,East,OFF-AP-10001962,Office Supplies,Appliances,41.95,5,0,10.4875,Profit,25,FALSE
08-04-2020,CA-2017-150987,Standard Class,AH-10120,Home Office,San Francisco,California,West,OFF-PA-10001878,Office Supplies,Paper,244.55,5,0,114.9385,Profit,47,FALSE
08-04-2020,CA-2017-150987,Standard Class,AH-10120,Home Office,San Francisco,California,West,OFF-PA-10002923,Office Supplies,Paper,195.76,4,0,97.88,Profit,50,FALSE
08-04-2020,US-2017-136721,Standard Class,NH-18610,Corporate,Oak Park,Michigan,Central,FUR-FU-10004665,Furniture,Furnishings,273.96,2,0,71.2296,Profit,26,FALSE
08-04-2020,US-2017-136721,Standard Class,NH-18610,Corporate,Oak Park,Michigan,Central,FUR-FU-10004188,Furniture,Furnishings,306.9,3,0,79.794,Profit,26,FALSE
09-04-2020,CA-2017-135279,First Class,BS-11800,Home Office,New York City,New York,East,OFF-LA-10004055,Office Supplies,Labels,9.82,2,0,4.8118,Profit,49,FALSE
09-04-2020,CA-2017-135279,First Class,BS-11800,Home Office,New York City,New York,East,OFF-AR-10004344,Office Supplies,Art,35.97,3,0,9.7119,Profit,27,FALSE
09-04-2020,CA-2017-135279,First Class,BS-11800,Home Office,New York City,New York,East,OFF-PA-10004621,Office Supplies,Paper,12.96,2,0,6.2208,Profit,48,FALSE
09-04-2020,CA-2017-135279,First Class,BS-11800,Home Office,New York City,New York,East,OFF-PA-10001281,Office Supplies,Paper,191.6,4,0,91.968,Profit,48,FALSE
09-04-2020,CA-2017-135279,First Class,BS-11800,Home Office,New York City,New York,East,OFF-LA-10001613,Office Supplies,Labels,8.64,3,0,4.2336,Profit,49,FALSE
09-04-2020,CA-2017-135279,First Class,BS-11800,Home Office,New York City,New York,East,OFF-ST-10001097,Office Supplies,Storage,501.81,3,0,0,Loss,0,FALSE
09-04-2020,CA-2017-122154,First Class,SA-20830,Consumer,Jacksonville,Florida,South,OFF-LA-10000121,Office Supplies,Labels,15.12,3,0.2,4.914,Profit,32.5,TRUE
09-04-2020,CA-2017-122154,First Class,SA-20830,Consumer,Jacksonville,Florida,South,OFF-BI-10002026,Office Supplies,Binders,17.43,1,0.7,-13.363,Loss,-76.66666667,TRUE
09-04-2020,CA-2017-122154,First Class,SA-20830,Consumer,Jacksonville,Florida,South,OFF-PA-10000994,Office Supplies,Paper,251.64,3,0.2,88.074,Profit,35,TRUE
09-04-2020,CA-2017-112900,Second Class,KL-16645,Consumer,Detroit,Michigan,Central,OFF-BI-10002867,Office Supplies,Binders,478.24,8,0,219.9904,Profit,46,FALSE
09-04-2020,CA-2017-169404,Standard Class,NC-18625,Corporate,York,Pennsylvania,East,OFF-BI-10004492,Office Supplies,Binders,37.896,4,0.7,-29.0536,Loss,-76.66666667,TRUE
09-04-2020,CA-2017-169404,Standard Class,NC-18625,Corporate,York,Pennsylvania,East,OFF-PA-10001033,Office Supplies,Paper,65.584,2,0.2,23.7742,Profit,36.25,TRUE
10-04-2020,CA-2017-161984,Standard Class,SJ-20125,Home Office,New Brunswick,New Jersey,East,OFF-PA-10004569,Office Supplies,Paper,7.61,1,0,3.5767,Profit,47,FALSE
10-04-2020,CA-2017-161984,Standard Class,SJ-20125,Home Office,New Brunswick,New Jersey,East,OFF-FA-10000624,Office Supplies,Fasteners,7.16,2,0,3.58,Profit,50,FALSE
10-04-2020,CA-2017-125115,Same Day,RD-19930,Consumer,Austin,Texas,Central,OFF-PA-10004101,Office Supplies,Paper,10.368,2,0.2,3.6288,Profit,35,TRUE
10-04-2020,CA-2017-125115,Same Day,RD-19930,Consumer,Austin,Texas,Central,TEC-AC-10001714,Technology,Accessories,95.736,3,0.2,20.3439,Profit,21.25,TRUE
10-04-2020,CA-2017-115070,Second Class,MG-18205,Corporate,Jacksonville,Florida,South,FUR-FU-10003829,Furniture,Furnishings,12.32,5,0.2,1.848,Profit,15,TRUE
10-04-2020,CA-2017-115070,Second Class,MG-18205,Corporate,Jacksonville,Florida,South,OFF-BI-10003712,Office Supplies,Binders,4.419,3,0.7,-3.0933,Loss,-70,TRUE
10-04-2020,CA-2017-150623,Standard Class,DB-13360,Home Office,Waterbury,Connecticut,East,TEC-AC-10004571,Technology,Accessories,99.99,1,0,41.9958,Profit,42,FALSE
10-04-2020,CA-2017-150623,Standard Class,DB-13360,Home Office,Waterbury,Connecticut,East,OFF-ST-10003692,Office Supplies,Storage,286.15,5,0,71.5375,Profit,25,FALSE
10-04-2020,CA-2017-135069,Standard Class,BS-11755,Consumer,Philadelphia,Pennsylvania,East,OFF-AP-10000026,Office Supplies,Appliances,195.104,4,0.2,21.9492,Profit,11.25,TRUE
10-04-2020,CA-2017-135069,Standard Class,BS-11755,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10003878,Furniture,Furnishings,36.672,3,0.2,6.4176,Profit,17.5,TRUE
11-04-2020,CA-2017-166128,Standard Class,LW-17215,Consumer,Pasadena,California,West,TEC-AC-10001767,Technology,Accessories,199.95,5,0,21.9945,Profit,11,FALSE
11-04-2020,CA-2017-166128,Standard Class,LW-17215,Consumer,Pasadena,California,West,OFF-AR-10001221,Office Supplies,Art,41.86,7,0,14.2324,Profit,34,FALSE
11-04-2020,US-2017-100482,Standard Class,JL-15130,Consumer,Lancaster,Ohio,East,OFF-ST-10001325,Office Supplies,Storage,16.768,2,0.2,1.4672,Profit,8.75,TRUE
11-04-2020,US-2017-100482,Standard Class,JL-15130,Consumer,Lancaster,Ohio,East,TEC-AC-10003441,Technology,Accessories,27.12,2,0.2,-4.746,Loss,-17.5,TRUE
11-04-2020,CA-2017-130904,Standard Class,HM-14980,Consumer,Burlington,North Carolina,South,OFF-AR-10000422,Office Supplies,Art,1.752,1,0.2,0.1533,Profit,8.75,TRUE
11-04-2020,CA-2017-130904,Standard Class,HM-14980,Consumer,Burlington,North Carolina,South,OFF-AR-10000127,Office Supplies,Art,20.992,8,0.2,2.3616,Profit,11.25,TRUE
12-04-2020,CA-2017-122735,Second Class,BD-11320,Consumer,Providence,Rhode Island,East,OFF-BI-10004364,Office Supplies,Binders,29.7,5,0,13.365,Profit,45,FALSE
12-04-2020,CA-2017-122735,Second Class,BD-11320,Consumer,Providence,Rhode Island,East,OFF-PA-10001712,Office Supplies,Paper,39.96,4,0,17.982,Profit,45,FALSE
13-04-2020,CA-2017-155460,First Class,RW-19630,Corporate,Seattle,Washington,West,OFF-PA-10002479,Office Supplies,Paper,5.28,1,0,2.376,Profit,45,FALSE
13-04-2020,CA-2017-155460,First Class,RW-19630,Corporate,Seattle,Washington,West,OFF-BI-10003091,Office Supplies,Binders,895.92,5,0.2,302.373,Profit,33.75,TRUE
13-04-2020,CA-2017-135076,Standard Class,YS-21880,Corporate,Hesperia,California,West,FUR-CH-10003774,Furniture,Chairs,436.704,6,0.2,-38.2116,Loss,-8.75,TRUE
13-04-2020,CA-2017-141663,Standard Class,DP-13105,Corporate,Philadelphia,Pennsylvania,East,OFF-FA-10004076,Office Supplies,Fasteners,7.92,5,0.2,1.683,Profit,21.25,TRUE
14-04-2020,CA-2017-144932,First Class,AB-10165,Consumer,Toledo,Ohio,East,OFF-AR-10003560,Office Supplies,Art,14.592,3,0.2,2.5536,Profit,17.5,TRUE
14-04-2020,CA-2017-144932,First Class,AB-10165,Consumer,Toledo,Ohio,East,OFF-AR-10001468,Office Supplies,Art,89.856,3,0.2,21.3408,Profit,23.75,TRUE
14-04-2020,CA-2017-144932,First Class,AB-10165,Consumer,Toledo,Ohio,East,OFF-PA-10004971,Office Supplies,Paper,13.872,3,0.2,5.0286,Profit,36.25,TRUE
14-04-2020,CA-2017-159604,First Class,CL-12700,Home Office,Springfield,Missouri,Central,OFF-BI-10003460,Office Supplies,Binders,8.76,2,0,4.2048,Profit,48,FALSE
14-04-2020,CA-2017-131233,Standard Class,CS-12355,Consumer,New York City,New York,East,OFF-BI-10000829,Office Supplies,Binders,10.776,3,0.2,3.5022,Profit,32.5,TRUE
14-04-2020,CA-2017-131233,Standard Class,CS-12355,Consumer,New York City,New York,East,FUR-BO-10003441,Furniture,Bookcases,242.352,3,0.2,9.0882,Profit,3.75,TRUE
14-04-2020,US-2017-126060,Standard Class,DW-13585,Corporate,Fayetteville,North Carolina,South,FUR-BO-10003433,Furniture,Bookcases,198.272,8,0.2,-32.2192,Loss,-16.25,TRUE
14-04-2020,CA-2017-127117,Standard Class,HM-14860,Corporate,Morristown,New Jersey,East,FUR-FU-10004018,Furniture,Furnishings,74.45,5,0,20.1015,Profit,27,FALSE
15-04-2020,CA-2017-114412,Standard Class,AA-10480,Consumer,Concord,North Carolina,South,OFF-PA-10002365,Office Supplies,Paper,15.552,3,0.2,5.4432,Profit,35,TRUE
15-04-2020,CA-2017-126774,First Class,SH-20395,Consumer,Arlington,Virginia,South,OFF-AR-10002804,Office Supplies,Art,4.89,1,0,2.0049,Profit,41,FALSE
15-04-2020,CA-2017-118857,First Class,AH-10075,Corporate,Henderson,Nevada,West,FUR-FU-10004460,Furniture,Furnishings,196.45,5,0,70.722,Profit,36,FALSE
15-04-2020,CA-2017-134635,Second Class,NS-18640,Corporate,Los Angeles,California,West,OFF-PA-10002254,Office Supplies,Paper,79.14,3,0,36.4044,Profit,46,FALSE
15-04-2020,US-2017-141698,Standard Class,SD-20485,Home Office,Houston,Texas,Central,OFF-PA-10001826,Office Supplies,Paper,20.736,4,0.2,7.2576,Profit,35,TRUE
15-04-2020,CA-2017-161851,First Class,BP-11095,Corporate,Miami,Florida,South,OFF-BI-10004654,Office Supplies,Binders,15.57,3,0.7,-11.937,Loss,-76.66666667,TRUE
16-04-2020,CA-2017-109946,Standard Class,PL-18925,Home Office,Chicago,Illinois,Central,OFF-AR-10001419,Office Supplies,Art,16.52,5,0.2,2.065,Profit,12.5,TRUE
16-04-2020,CA-2017-136497,Standard Class,RF-19840,Consumer,Columbus,Ohio,East,OFF-BI-10001553,Office Supplies,Binders,13.71,5,0.7,-10.054,Loss,-73.33333333,TRUE
16-04-2020,CA-2017-108070,Standard Class,JE-15745,Consumer,San Jose,California,West,OFF-ST-10004804,Office Supplies,Storage,205.92,4,0,2.0592,Profit,1,FALSE
16-04-2020,CA-2017-108070,Standard Class,JE-15745,Consumer,San Jose,California,West,FUR-BO-10001337,Furniture,Bookcases,102.833,1,0.15,-6.049,Loss,-5.882352941,TRUE
16-04-2020,CA-2017-122707,First Class,EB-13750,Corporate,Hoover,Alabama,South,OFF-SU-10000157,Office Supplies,Supplies,477.24,4,0,9.5448,Profit,2,FALSE
16-04-2020,CA-2017-122707,First Class,EB-13750,Corporate,Hoover,Alabama,South,TEC-AC-10004227,Technology,Accessories,25.98,2,0,1.5588,Profit,6,FALSE
16-04-2020,US-2017-156356,Standard Class,ND-18370,Consumer,Houston,Texas,Central,OFF-ST-10002301,Office Supplies,Storage,32.544,2,0.2,-7.7292,Loss,-23.75,TRUE
16-04-2020,US-2017-138086,Standard Class,JO-15550,Home Office,San Francisco,California,West,OFF-AP-10000027,Office Supplies,Appliances,40.74,3,0,12.222,Profit,30,FALSE
17-04-2020,CA-2017-134845,Standard Class,SR-20425,Home Office,Louisville,Colorado,West,OFF-BI-10000773,Office Supplies,Binders,12.03,5,0.7,-9.223,Loss,-76.66666667,TRUE
17-04-2020,CA-2017-134845,Standard Class,SR-20425,Home Office,Louisville,Colorado,West,OFF-BI-10001543,Office Supplies,Binders,21.594,2,0.7,-15.8356,Loss,-73.33333333,TRUE
17-04-2020,CA-2017-134845,Standard Class,SR-20425,Home Office,Louisville,Colorado,West,OFF-BI-10003355,Office Supplies,Binders,8.964,6,0.7,-6.5736,Loss,-73.33333333,TRUE
17-04-2020,CA-2017-134845,Standard Class,SR-20425,Home Office,Louisville,Colorado,West,OFF-PA-10002005,Office Supplies,Paper,20.736,4,0.2,7.2576,Profit,35,TRUE
17-04-2020,CA-2017-119389,First Class,BG-11740,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10001473,Furniture,Furnishings,60.312,3,0.2,5.2773,Profit,8.75,TRUE
17-04-2020,CA-2017-128965,Standard Class,PS-18760,Consumer,Los Angeles,California,West,OFF-PA-10004911,Office Supplies,Paper,28.14,3,0,13.5072,Profit,48,FALSE
17-04-2020,CA-2017-128965,Standard Class,PS-18760,Consumer,Los Angeles,California,West,OFF-LA-10001404,Office Supplies,Labels,7.38,2,0,3.4686,Profit,47,FALSE
17-04-2020,CA-2017-128965,Standard Class,PS-18760,Consumer,Los Angeles,California,West,OFF-FA-10001561,Office Supplies,Fasteners,10.9,5,0,3.597,Profit,33,FALSE
17-04-2020,CA-2017-128965,Standard Class,PS-18760,Consumer,Los Angeles,California,West,TEC-AC-10001383,Technology,Accessories,274.89,11,0,46.7313,Profit,17,FALSE
17-04-2020,CA-2017-128965,Standard Class,PS-18760,Consumer,Los Angeles,California,West,OFF-LA-10003190,Office Supplies,Labels,23.04,8,0,11.2896,Profit,49,FALSE
17-04-2020,CA-2017-128965,Standard Class,PS-18760,Consumer,Los Angeles,California,West,FUR-CH-10003774,Furniture,Chairs,218.352,3,0.2,-19.1058,Loss,-8.75,TRUE
17-04-2020,US-2017-129203,Standard Class,BM-11575,Corporate,Chicago,Illinois,Central,OFF-ST-10001418,Office Supplies,Storage,195.136,4,0.2,-43.9056,Loss,-22.5,TRUE
20-04-2020,CA-2017-151484,First Class,CV-12805,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10001876,Furniture,Furnishings,51.968,2,0.2,10.3936,Profit,20,TRUE
20-04-2020,CA-2017-151484,First Class,CV-12805,Corporate,Philadelphia,Pennsylvania,East,OFF-ST-10002370,Office Supplies,Storage,51.336,3,0.2,5.7753,Profit,11.25,TRUE
20-04-2020,CA-2017-151484,First Class,CV-12805,Corporate,Philadelphia,Pennsylvania,East,OFF-ST-10000142,Office Supplies,Storage,332.704,1,0.2,33.2704,Profit,10,TRUE
20-04-2020,CA-2017-151484,First Class,CV-12805,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10004671,Furniture,Furnishings,42.408,3,0.2,9.5418,Profit,22.5,TRUE
20-04-2020,CA-2017-100615,Standard Class,SJ-20215,Consumer,Chicago,Illinois,Central,FUR-CH-10002602,Furniture,Chairs,317.058,3,0.3,-18.1176,Loss,-5.714285714,TRUE
20-04-2020,CA-2017-100615,Standard Class,SJ-20215,Consumer,Chicago,Illinois,Central,OFF-AR-10001683,Office Supplies,Art,15.76,2,0.2,3.546,Profit,22.5,TRUE
20-04-2020,CA-2017-100615,Standard Class,SJ-20215,Consumer,Chicago,Illinois,Central,FUR-FU-10002456,Furniture,Furnishings,14.56,5,0.6,-6.188,Loss,-42.5,TRUE
20-04-2020,CA-2017-119655,Standard Class,CV-12295,Consumer,Detroit,Michigan,Central,OFF-BI-10001989,Office Supplies,Binders,146.86,7,0,70.4928,Profit,48,FALSE
20-04-2020,CA-2017-119655,Standard Class,CV-12295,Consumer,Detroit,Michigan,Central,OFF-BI-10001036,Office Supplies,Binders,36.56,4,0,18.28,Profit,50,FALSE
20-04-2020,US-2017-166324,First Class,BE-11455,Home Office,Cleveland,Ohio,East,OFF-ST-10000078,Office Supplies,Storage,848.544,4,0.2,-21.2136,Loss,-2.5,TRUE
20-04-2020,US-2017-166324,First Class,BE-11455,Home Office,Cleveland,Ohio,East,OFF-BI-10000174,Office Supplies,Binders,8.7,5,0.7,-6.38,Loss,-73.33333333,TRUE
20-04-2020,US-2017-166324,First Class,BE-11455,Home Office,Cleveland,Ohio,East,TEC-PH-10004080,Technology,Phones,122.382,3,0.4,-24.4764,Loss,-20,TRUE
21-04-2020,CA-2017-166198,First Class,JW-15955,Consumer,Seattle,Washington,West,TEC-AC-10000521,Technology,Accessories,11.54,1,0,3.462,Profit,30,FALSE
21-04-2020,CA-2017-166198,First Class,JW-15955,Consumer,Seattle,Washington,West,FUR-FU-10004622,Furniture,Furnishings,162.6,3,0,34.146,Profit,21,FALSE
21-04-2020,CA-2017-128853,First Class,JM-15250,Consumer,Baltimore,Maryland,East,FUR-CH-10004218,Furniture,Chairs,908.82,9,0,227.205,Profit,25,FALSE
21-04-2020,CA-2017-140802,First Class,KN-16390,Corporate,Houston,Texas,Central,TEC-AC-10001998,Technology,Accessories,47.976,3,0.2,8.3958,Profit,17.5,TRUE
21-04-2020,CA-2017-140802,First Class,KN-16390,Corporate,Houston,Texas,Central,OFF-PA-10001534,Office Supplies,Paper,20.736,4,0.2,7.2576,Profit,35,TRUE
22-04-2020,CA-2017-135783,First Class,GM-14440,Consumer,San Francisco,California,West,FUR-FU-10000794,Furniture,Furnishings,18.28,2,0,6.2152,Profit,34,FALSE
22-04-2020,CA-2017-169054,Standard Class,MO-17800,Home Office,Philadelphia,Pennsylvania,East,FUR-FU-10001488,Furniture,Furnishings,254.352,3,0.2,0,Loss,0,TRUE
22-04-2020,CA-2017-146192,Standard Class,BD-11725,Consumer,Columbus,Georgia,South,OFF-ST-10003716,Office Supplies,Storage,675.06,3,0,87.7578,Profit,13,FALSE
23-04-2020,CA-2017-108553,Standard Class,SK-19990,Consumer,New York City,New York,East,OFF-AP-10000026,Office Supplies,Appliances,121.94,2,0,35.3626,Profit,29,FALSE
23-04-2020,CA-2017-108553,Standard Class,SK-19990,Consumer,New York City,New York,East,OFF-SU-10002573,Office Supplies,Supplies,122.71,7,0,36.813,Profit,30,FALSE
23-04-2020,CA-2017-146360,Second Class,SC-20305,Consumer,Lawrence,Indiana,Central,TEC-AC-10003590,Technology,Accessories,155.34,6,0,55.9224,Profit,36,FALSE
23-04-2020,CA-2017-104010,First Class,TD-20995,Consumer,New York City,New York,East,OFF-SU-10001218,Office Supplies,Supplies,54.9,5,0,15.372,Profit,28,FALSE
23-04-2020,CA-2017-157112,First Class,GG-14650,Corporate,Columbus,Ohio,East,OFF-BI-10000285,Office Supplies,Binders,11.76,5,0.7,-7.84,Loss,-66.66666667,TRUE
23-04-2020,CA-2017-157112,First Class,GG-14650,Corporate,Columbus,Ohio,East,OFF-PA-10001804,Office Supplies,Paper,5.344,1,0.2,1.8704,Profit,35,TRUE
